source,target
TNFA SIGNALING VIA NFKB,CFLAR
TNFA SIGNALING VIA NFKB,RIPK2
TNFA SIGNALING VIA NFKB,NFKBIE
TNFA SIGNALING VIA NFKB,NR4A3
TNFA SIGNALING VIA NFKB,PHLDA1
TNFA SIGNALING VIA NFKB,IER5
TNFA SIGNALING VIA NFKB,TNFSF9
TNFA SIGNALING VIA NFKB,GEM
TNFA SIGNALING VIA NFKB,GADD45A
TNFA SIGNALING VIA NFKB,CXCL10
TNFA SIGNALING VIA NFKB,PLK2
TNFA SIGNALING VIA NFKB,BHLHE40
TNFA SIGNALING VIA NFKB,EGR2
TNFA SIGNALING VIA NFKB,SOCS3
TNFA SIGNALING VIA NFKB,SLC2A6
TNFA SIGNALING VIA NFKB,PTGER4
TNFA SIGNALING VIA NFKB,DUSP5
TNFA SIGNALING VIA NFKB,SERPINB2
TNFA SIGNALING VIA NFKB,NFIL3
TNFA SIGNALING VIA NFKB,SERPINE1
TNFA SIGNALING VIA NFKB,TRIB1
TNFA SIGNALING VIA NFKB,TIPARP
TNFA SIGNALING VIA NFKB,RELA
TNFA SIGNALING VIA NFKB,BIRC2
TNFA SIGNALING VIA NFKB,CXCL6
TNFA SIGNALING VIA NFKB,LITAF
TNFA SIGNALING VIA NFKB,TNFAIP6
TNFA SIGNALING VIA NFKB,CD44
TNFA SIGNALING VIA NFKB,INHBA
TNFA SIGNALING VIA NFKB,PLAU
TNFA SIGNALING VIA NFKB,MYC
TNFA SIGNALING VIA NFKB,TNFRSF9
TNFA SIGNALING VIA NFKB,SGK1
TNFA SIGNALING VIA NFKB,TNIP1
TNFA SIGNALING VIA NFKB,NAMPT
TNFA SIGNALING VIA NFKB,FOSL2
TNFA SIGNALING VIA NFKB,PNRC1
TNFA SIGNALING VIA NFKB,ID2
TNFA SIGNALING VIA NFKB,CD69
TNFA SIGNALING VIA NFKB,IL7R
TNFA SIGNALING VIA NFKB,EFNA1
TNFA SIGNALING VIA NFKB,PHLDA2
TNFA SIGNALING VIA NFKB,PFKFB3
TNFA SIGNALING VIA NFKB,CCL5
TNFA SIGNALING VIA NFKB,YRDC
TNFA SIGNALING VIA NFKB,IFNGR2
TNFA SIGNALING VIA NFKB,SQSTM1
TNFA SIGNALING VIA NFKB,BTG3
TNFA SIGNALING VIA NFKB,GADD45B
TNFA SIGNALING VIA NFKB,KYNU
TNFA SIGNALING VIA NFKB,G0S2
TNFA SIGNALING VIA NFKB,BTG1
TNFA SIGNALING VIA NFKB,MCL1
TNFA SIGNALING VIA NFKB,VEGFA
TNFA SIGNALING VIA NFKB,MAP2K3
TNFA SIGNALING VIA NFKB,CDKN1A
TNFA SIGNALING VIA NFKB,CCN1
TNFA SIGNALING VIA NFKB,TANK
TNFA SIGNALING VIA NFKB,IFIT2
TNFA SIGNALING VIA NFKB,IL18
TNFA SIGNALING VIA NFKB,TUBB2A
TNFA SIGNALING VIA NFKB,IRF1
TNFA SIGNALING VIA NFKB,FOS
TNFA SIGNALING VIA NFKB,OLR1
TNFA SIGNALING VIA NFKB,RHOB
TNFA SIGNALING VIA NFKB,AREG
TNFA SIGNALING VIA NFKB,NINJ1
TNFA SIGNALING VIA NFKB,ZBTB10
TNFA SIGNALING VIA NFKB,PLPP3
TNFA SIGNALING VIA NFKB,KLF4
TNFA SIGNALING VIA NFKB,CXCL11
TNFA SIGNALING VIA NFKB,SAT1
TNFA SIGNALING VIA NFKB,CSF1
TNFA SIGNALING VIA NFKB,GPR183
TNFA SIGNALING VIA NFKB,PMEPA1
TNFA SIGNALING VIA NFKB,PTPRE
TNFA SIGNALING VIA NFKB,TLR2
TNFA SIGNALING VIA NFKB,ACKR3
TNFA SIGNALING VIA NFKB,KLF10
TNFA SIGNALING VIA NFKB,MARCKS
TNFA SIGNALING VIA NFKB,LAMB3
TNFA SIGNALING VIA NFKB,CEBPB
TNFA SIGNALING VIA NFKB,TRIP10
TNFA SIGNALING VIA NFKB,F2RL1
TNFA SIGNALING VIA NFKB,KLF9
TNFA SIGNALING VIA NFKB,LDLR
TNFA SIGNALING VIA NFKB,TGIF1
TNFA SIGNALING VIA NFKB,RNF19B
TNFA SIGNALING VIA NFKB,DRAM1
TNFA SIGNALING VIA NFKB,B4GALT1
TNFA SIGNALING VIA NFKB,DNAJB4
TNFA SIGNALING VIA NFKB,CSF2
TNFA SIGNALING VIA NFKB,PDE4B
TNFA SIGNALING VIA NFKB,SNN
TNFA SIGNALING VIA NFKB,PLEK
TNFA SIGNALING VIA NFKB,STAT5A
TNFA SIGNALING VIA NFKB,DENND5A
TNFA SIGNALING VIA NFKB,CCND1
TNFA SIGNALING VIA NFKB,RIGI
TNFA SIGNALING VIA NFKB,SPHK1
TNFA SIGNALING VIA NFKB,CD80
TNFA SIGNALING VIA NFKB,TNFAIP8
TNFA SIGNALING VIA NFKB,CCNL1
TNFA SIGNALING VIA NFKB,FUT4
TNFA SIGNALING VIA NFKB,CCRL2
TNFA SIGNALING VIA NFKB,SPSB1
TNFA SIGNALING VIA NFKB,TSC22D1
TNFA SIGNALING VIA NFKB,B4GALT5
TNFA SIGNALING VIA NFKB,SIK1
TNFA SIGNALING VIA NFKB,CLCF1
TNFA SIGNALING VIA NFKB,NFE2L2
TNFA SIGNALING VIA NFKB,FOSB
TNFA SIGNALING VIA NFKB,PER1
TNFA SIGNALING VIA NFKB,NFAT5
TNFA SIGNALING VIA NFKB,ATP2B1
TNFA SIGNALING VIA NFKB,IL12B
TNFA SIGNALING VIA NFKB,IL6ST
TNFA SIGNALING VIA NFKB,SLC16A6
TNFA SIGNALING VIA NFKB,ABCA1
TNFA SIGNALING VIA NFKB,HES1
TNFA SIGNALING VIA NFKB,BCL6
TNFA SIGNALING VIA NFKB,IRS2
TNFA SIGNALING VIA NFKB,SLC2A3
TNFA SIGNALING VIA NFKB,CEBPD
TNFA SIGNALING VIA NFKB,IL23A
TNFA SIGNALING VIA NFKB,SMAD3
TNFA SIGNALING VIA NFKB,TAP1
TNFA SIGNALING VIA NFKB,MSC
TNFA SIGNALING VIA NFKB,IFIH1
TNFA SIGNALING VIA NFKB,IL15RA
TNFA SIGNALING VIA NFKB,TNIP2
TNFA SIGNALING VIA NFKB,BCL3
TNFA SIGNALING VIA NFKB,PANX1
TNFA SIGNALING VIA NFKB,FJX1
TNFA SIGNALING VIA NFKB,EDN1
TNFA SIGNALING VIA NFKB,EIF1
TNFA SIGNALING VIA NFKB,BMP2
TNFA SIGNALING VIA NFKB,DUSP4
TNFA SIGNALING VIA NFKB,PDLIM5
TNFA SIGNALING VIA NFKB,ICOSLG
TNFA SIGNALING VIA NFKB,GFPT2
TNFA SIGNALING VIA NFKB,KLF2
TNFA SIGNALING VIA NFKB,TNC
TNFA SIGNALING VIA NFKB,SERPINB8
TNFA SIGNALING VIA NFKB,MXD1
HYPOXIA,PGK1
HYPOXIA,PDK1
HYPOXIA,GBE1
HYPOXIA,PFKL
HYPOXIA,ALDOA
HYPOXIA,ENO2
HYPOXIA,PGM1
HYPOXIA,NDRG1
HYPOXIA,HK2
HYPOXIA,ALDOC
HYPOXIA,GPI
HYPOXIA,MXI1
HYPOXIA,SLC2A1
HYPOXIA,P4HA1
HYPOXIA,ADM
HYPOXIA,P4HA2
HYPOXIA,ENO1
HYPOXIA,PFKP
HYPOXIA,AK4
HYPOXIA,FAM162A
HYPOXIA,PFKFB3
HYPOXIA,VEGFA
HYPOXIA,BNIP3L
HYPOXIA,TPI1
HYPOXIA,ERO1A
HYPOXIA,KDM3A
HYPOXIA,CCNG2
HYPOXIA,LDHA
HYPOXIA,GYS1
HYPOXIA,GAPDH
HYPOXIA,BHLHE40
HYPOXIA,ANGPTL4
HYPOXIA,JUN
HYPOXIA,SERPINE1
HYPOXIA,LOX
HYPOXIA,GCK
HYPOXIA,PPFIA4
HYPOXIA,MAFF
HYPOXIA,DDIT4
HYPOXIA,SLC2A3
HYPOXIA,IGFBP3
HYPOXIA,NFIL3
HYPOXIA,FOS
HYPOXIA,RBPJ
HYPOXIA,HK1
HYPOXIA,CITED2
HYPOXIA,ISG20
HYPOXIA,GALK1
HYPOXIA,WSB1
HYPOXIA,PYGM
HYPOXIA,STC1
HYPOXIA,ZNF292
HYPOXIA,BTG1
HYPOXIA,PLIN2
HYPOXIA,CSRP2
HYPOXIA,VLDLR
HYPOXIA,JMJD6
HYPOXIA,EXT1
HYPOXIA,F3
HYPOXIA,PDK3
HYPOXIA,ANKZF1
HYPOXIA,UGP2
HYPOXIA,ALDOB
HYPOXIA,STC2
HYPOXIA,ERRFI1
HYPOXIA,ENO3
HYPOXIA,PNRC1
HYPOXIA,HMOX1
HYPOXIA,PGF
HYPOXIA,GAPDHS
HYPOXIA,CHST2
HYPOXIA,TMEM45A
HYPOXIA,BCAN
HYPOXIA,ATF3
HYPOXIA,CAV1
HYPOXIA,AMPD3
HYPOXIA,GPC3
HYPOXIA,NDST1
HYPOXIA,IRS2
HYPOXIA,SAP30
HYPOXIA,GAA
HYPOXIA,SDC4
HYPOXIA,STBD1
HYPOXIA,IER3
HYPOXIA,PKLR
HYPOXIA,IGFBP1
HYPOXIA,PLAUR
HYPOXIA,CAVIN3
HYPOXIA,CCN5
HYPOXIA,LARGE1
HYPOXIA,NOCT
HYPOXIA,S100A4
HYPOXIA,RRAGD
HYPOXIA,ZFP36
HYPOXIA,EGFR
HYPOXIA,EDN2
HYPOXIA,IDS
HYPOXIA,CDKN1A
HYPOXIA,RORA
HYPOXIA,DUSP1
HYPOXIA,MIF
HYPOXIA,PPP1R3C
HYPOXIA,DPYSL4
HYPOXIA,KDELR3
HYPOXIA,DTNA
HYPOXIA,ADORA2B
HYPOXIA,HS3ST1
HYPOXIA,CAVIN1
HYPOXIA,NR3C1
HYPOXIA,KLF6
HYPOXIA,GPC4
HYPOXIA,CCN1
HYPOXIA,TNFAIP3
HYPOXIA,CA12
HYPOXIA,HEXA
HYPOXIA,BGN
HYPOXIA,PPP1R15A
HYPOXIA,PGM2
HYPOXIA,PIM1
HYPOXIA,PRDX5
HYPOXIA,NAGK
HYPOXIA,CDKN1B
HYPOXIA,BRS3
HYPOXIA,TKTL1
HYPOXIA,MT1E
HYPOXIA,ATP7A
HYPOXIA,MT2A
HYPOXIA,SDC3
HYPOXIA,TIPARP
HYPOXIA,PKP1
HYPOXIA,ANXA2
HYPOXIA,PGAM2
HYPOXIA,DDIT3
HYPOXIA,PRKCA
HYPOXIA,SLC37A4
HYPOXIA,CXCR4
HYPOXIA,EFNA3
HYPOXIA,CP
HYPOXIA,KLF7
HYPOXIA,CCN2
HYPOXIA,CHST3
HYPOXIA,TPD52
HYPOXIA,LXN
HYPOXIA,B4GALNT2
HYPOXIA,PPARGC1A
HYPOXIA,BCL2
HYPOXIA,GCNT2
HYPOXIA,HAS1
HYPOXIA,KLHL24
HYPOXIA,SCARB1
HYPOXIA,SLC25A1
HYPOXIA,SDC2
HYPOXIA,CASP6
HYPOXIA,VHL
HYPOXIA,FOXO3
HYPOXIA,PDGFB
HYPOXIA,B3GALT6
HYPOXIA,SLC2A5
HYPOXIA,SRPX
HYPOXIA,EFNA1
HYPOXIA,GLRX
HYPOXIA,ACKR3
HYPOXIA,PAM
HYPOXIA,TGFBI
HYPOXIA,DCN
HYPOXIA,SIAH2
HYPOXIA,PLAC8
HYPOXIA,FBP1
HYPOXIA,TPST2
HYPOXIA,PHKG1
HYPOXIA,MYH9
HYPOXIA,CDKN1C
HYPOXIA,GRHPR
HYPOXIA,PCK1
HYPOXIA,INHA
HYPOXIA,HSPA5
HYPOXIA,NDST2
HYPOXIA,NEDD4L
HYPOXIA,TPBG
HYPOXIA,XPNPEP1
HYPOXIA,IL6
HYPOXIA,SLC6A6
HYPOXIA,MAP3K1
HYPOXIA,LDHC
HYPOXIA,AKAP12
HYPOXIA,TES
HYPOXIA,KIF5A
HYPOXIA,LALBA
HYPOXIA,COL5A1
HYPOXIA,GPC1
HYPOXIA,HDLBP
HYPOXIA,ILVBL
HYPOXIA,NCAN
HYPOXIA,TGM2
HYPOXIA,ETS1
HYPOXIA,HOXB9
HYPOXIA,SELENBP1
HYPOXIA,FOSL2
HYPOXIA,SULT2B1
HYPOXIA,TGFB3
CHOLESTEROL HOMEOSTASIS,FDPS
CHOLESTEROL HOMEOSTASIS,CYP51A1
CHOLESTEROL HOMEOSTASIS,IDI1
CHOLESTEROL HOMEOSTASIS,FDFT1
CHOLESTEROL HOMEOSTASIS,DHCR7
CHOLESTEROL HOMEOSTASIS,SQLE
CHOLESTEROL HOMEOSTASIS,HMGCS1
CHOLESTEROL HOMEOSTASIS,NSDHL
CHOLESTEROL HOMEOSTASIS,LSS
CHOLESTEROL HOMEOSTASIS,MVD
CHOLESTEROL HOMEOSTASIS,LDLR
CHOLESTEROL HOMEOSTASIS,TM7SF2
CHOLESTEROL HOMEOSTASIS,ALDOC
CHOLESTEROL HOMEOSTASIS,EBP
CHOLESTEROL HOMEOSTASIS,SCD
CHOLESTEROL HOMEOSTASIS,PMVK
CHOLESTEROL HOMEOSTASIS,MVK
CHOLESTEROL HOMEOSTASIS,LPL
CHOLESTEROL HOMEOSTASIS,SC5D
CHOLESTEROL HOMEOSTASIS,FADS2
CHOLESTEROL HOMEOSTASIS,HMGCR
CHOLESTEROL HOMEOSTASIS,HSD17B7
CHOLESTEROL HOMEOSTASIS,ANXA13
CHOLESTEROL HOMEOSTASIS,SREBF2
CHOLESTEROL HOMEOSTASIS,PCYT2
CHOLESTEROL HOMEOSTASIS,ACSS2
CHOLESTEROL HOMEOSTASIS,ATF3
CHOLESTEROL HOMEOSTASIS,ADH4
CHOLESTEROL HOMEOSTASIS,ETHE1
CHOLESTEROL HOMEOSTASIS,ECH1
CHOLESTEROL HOMEOSTASIS,CBS
CHOLESTEROL HOMEOSTASIS,GUSB
CHOLESTEROL HOMEOSTASIS,FASN
CHOLESTEROL HOMEOSTASIS,LGALS3
CHOLESTEROL HOMEOSTASIS,ATF5
CHOLESTEROL HOMEOSTASIS,ANXA5
CHOLESTEROL HOMEOSTASIS,TP53INP1
CHOLESTEROL HOMEOSTASIS,CHKA
CHOLESTEROL HOMEOSTASIS,GSTM2
CHOLESTEROL HOMEOSTASIS,ACAT2
CHOLESTEROL HOMEOSTASIS,AVPR1A
CHOLESTEROL HOMEOSTASIS,PLSCR1
CHOLESTEROL HOMEOSTASIS,CLU
CHOLESTEROL HOMEOSTASIS,ERRFI1
CHOLESTEROL HOMEOSTASIS,TRIB3
CHOLESTEROL HOMEOSTASIS,CXCL16
CHOLESTEROL HOMEOSTASIS,TNFRSF12A
CHOLESTEROL HOMEOSTASIS,ACTG1
CHOLESTEROL HOMEOSTASIS,JAG1
CHOLESTEROL HOMEOSTASIS,LGMN
CHOLESTEROL HOMEOSTASIS,FBXO6
CHOLESTEROL HOMEOSTASIS,GPX8
CHOLESTEROL HOMEOSTASIS,PNRC1
CHOLESTEROL HOMEOSTASIS,ANTXR2
CHOLESTEROL HOMEOSTASIS,MAL2
CHOLESTEROL HOMEOSTASIS,CD9
CHOLESTEROL HOMEOSTASIS,PPARG
CHOLESTEROL HOMEOSTASIS,GLDC
CHOLESTEROL HOMEOSTASIS,STX5
CHOLESTEROL HOMEOSTASIS,STARD4
CHOLESTEROL HOMEOSTASIS,CTNNB1
CHOLESTEROL HOMEOSTASIS,TMEM97
CHOLESTEROL HOMEOSTASIS,NIBAN1
CHOLESTEROL HOMEOSTASIS,PDK3
CHOLESTEROL HOMEOSTASIS,PLAUR
CHOLESTEROL HOMEOSTASIS,SEMA3B
CHOLESTEROL HOMEOSTASIS,GNAI1
CHOLESTEROL HOMEOSTASIS,ABCA2
CHOLESTEROL HOMEOSTASIS,ATXN2
CHOLESTEROL HOMEOSTASIS,NFIL3
CHOLESTEROL HOMEOSTASIS,ALCAM
CHOLESTEROL HOMEOSTASIS,FABP5
CHOLESTEROL HOMEOSTASIS,S100A11
CHOLESTEROL HOMEOSTASIS,CPEB2
MITOTIC SPINDLE,ARHGEF2
MITOTIC SPINDLE,CLASP1
MITOTIC SPINDLE,KIF11
MITOTIC SPINDLE,KIF23
MITOTIC SPINDLE,ALS2
MITOTIC SPINDLE,ARF6
MITOTIC SPINDLE,MYO9B
MITOTIC SPINDLE,MYH9
MITOTIC SPINDLE,TUBGCP3
MITOTIC SPINDLE,CKAP5
MITOTIC SPINDLE,RACGAP1
MITOTIC SPINDLE,PREX1
MITOTIC SPINDLE,ARHGEF3
MITOTIC SPINDLE,NUMA1
MITOTIC SPINDLE,SPTBN1
MITOTIC SPINDLE,KIF2C
MITOTIC SPINDLE,KIF5B
MITOTIC SPINDLE,TTK
MITOTIC SPINDLE,APC
MITOTIC SPINDLE,CEP250
MITOTIC SPINDLE,PAFAH1B1
MITOTIC SPINDLE,CDC42EP2
MITOTIC SPINDLE,KIF3B
MITOTIC SPINDLE,CCDC88A
MITOTIC SPINDLE,KIF15
MITOTIC SPINDLE,BIRC5
MITOTIC SPINDLE,CNTROB
MITOTIC SPINDLE,NF1
MITOTIC SPINDLE,TSC1
MITOTIC SPINDLE,CDC27
MITOTIC SPINDLE,CNTRL
MITOTIC SPINDLE,TUBGCP5
MITOTIC SPINDLE,KIF4A
MITOTIC SPINDLE,MAPRE1
MITOTIC SPINDLE,FGD6
MITOTIC SPINDLE,BRCA2
MITOTIC SPINDLE,PLK1
MITOTIC SPINDLE,RASA1
MITOTIC SPINDLE,NEK2
MITOTIC SPINDLE,WASF1
MITOTIC SPINDLE,TOP2A
MITOTIC SPINDLE,TRIO
MITOTIC SPINDLE,ARHGEF11
MITOTIC SPINDLE,KATNB1
MITOTIC SPINDLE,PRC1
MITOTIC SPINDLE,ANLN
MITOTIC SPINDLE,CDK5RAP2
MITOTIC SPINDLE,SMC3
MITOTIC SPINDLE,TUBGCP2
MITOTIC SPINDLE,ESPL1
MITOTIC SPINDLE,MAP1S
MITOTIC SPINDLE,ARHGAP27
MITOTIC SPINDLE,DOCK4
MITOTIC SPINDLE,SAC3D1
MITOTIC SPINDLE,INCENP
MITOTIC SPINDLE,ARHGAP5
MITOTIC SPINDLE,GSN
MITOTIC SPINDLE,NET1
MITOTIC SPINDLE,LRPPRC
MITOTIC SPINDLE,RABGAP1
MITOTIC SPINDLE,FLNB
MITOTIC SPINDLE,ARAP3
MITOTIC SPINDLE,FGD4
MITOTIC SPINDLE,ABR
MITOTIC SPINDLE,CENPJ
MITOTIC SPINDLE,NCK1
MITOTIC SPINDLE,CENPF
MITOTIC SPINDLE,KIF20B
MITOTIC SPINDLE,WASF2
MITOTIC SPINDLE,MYH10
MITOTIC SPINDLE,CENPE
MITOTIC SPINDLE,CYTH2
MITOTIC SPINDLE,MID1
MITOTIC SPINDLE,KLC1
MITOTIC SPINDLE,MARK4
MITOTIC SPINDLE,ARL8A
MITOTIC SPINDLE,CEP57
MITOTIC SPINDLE,UXT
MITOTIC SPINDLE,ARHGAP4
MITOTIC SPINDLE,CDC42EP4
MITOTIC SPINDLE,SASS6
MITOTIC SPINDLE,LATS1
MITOTIC SPINDLE,OPHN1
MITOTIC SPINDLE,WASL
MITOTIC SPINDLE,MAP3K11
MITOTIC SPINDLE,SOS1
MITOTIC SPINDLE,ABL1
MITOTIC SPINDLE,TIAM1
MITOTIC SPINDLE,KIF1B
MITOTIC SPINDLE,ITSN1
MITOTIC SPINDLE,SHROOM1
MITOTIC SPINDLE,NCK2
MITOTIC SPINDLE,DLGAP5
MITOTIC SPINDLE,BCR
MITOTIC SPINDLE,RANBP9
MITOTIC SPINDLE,EPB41L2
MITOTIC SPINDLE,SEPTIN9
MITOTIC SPINDLE,KATNA1
MITOTIC SPINDLE,TUBD1
MITOTIC SPINDLE,TPX2
MITOTIC SPINDLE,KIF3C
MITOTIC SPINDLE,SHROOM2
MITOTIC SPINDLE,TUBGCP6
MITOTIC SPINDLE,SPTAN1
MITOTIC SPINDLE,PALLD
MITOTIC SPINDLE,ARFIP2
MITOTIC SPINDLE,KNTC1
MITOTIC SPINDLE,HOOK3
MITOTIC SPINDLE,SUN2
MITOTIC SPINDLE,MID1IP1
MITOTIC SPINDLE,DLG1
MITOTIC SPINDLE,FLNA
MITOTIC SPINDLE,ARHGAP10
MITOTIC SPINDLE,CDC42BPA
MITOTIC SPINDLE,ARHGEF12
MITOTIC SPINDLE,MARCKS
MITOTIC SPINDLE,NIN
MITOTIC SPINDLE,PCM1
MITOTIC SPINDLE,RALBP1
MITOTIC SPINDLE,EZR
MITOTIC SPINDLE,SSH2
MITOTIC SPINDLE,CDK1
MITOTIC SPINDLE,RAB3GAP1
MITOTIC SPINDLE,FARP1
MITOTIC SPINDLE,SYNPO
MITOTIC SPINDLE,RHOF
MITOTIC SPINDLE,ECT2
MITOTIC SPINDLE,EPB41
MITOTIC SPINDLE,RAPGEF6
MITOTIC SPINDLE,KIF22
MITOTIC SPINDLE,PCGF5
MITOTIC SPINDLE,STAU1
MITOTIC SPINDLE,ARHGDIA
MITOTIC SPINDLE,AURKA
MITOTIC SPINDLE,FBXO5
MITOTIC SPINDLE,NUSAP1
MITOTIC SPINDLE,PXN
MITOTIC SPINDLE,BCAR1
MITOTIC SPINDLE,CD2AP
MITOTIC SPINDLE,AKAP13
MITOTIC SPINDLE,HDAC6
MITOTIC SPINDLE,CEP131
MITOTIC SPINDLE,LLGL1
MITOTIC SPINDLE,ATG4B
MITOTIC SPINDLE,PCNT
MITOTIC SPINDLE,ALMS1
MITOTIC SPINDLE,KPTN
MITOTIC SPINDLE,DST
MITOTIC SPINDLE,KIFAP3
MITOTIC SPINDLE,PPP4R2
MITOTIC SPINDLE,ARHGAP29
MITOTIC SPINDLE,RASAL2
MITOTIC SPINDLE,CCNB2
MITOTIC SPINDLE,PIF1
MITOTIC SPINDLE,RASA2
MITOTIC SPINDLE,NEDD9
MITOTIC SPINDLE,SMC1A
MITOTIC SPINDLE,ACTN4
MITOTIC SPINDLE,PKD2
MITOTIC SPINDLE,CLIP2
MITOTIC SPINDLE,CDC42
MITOTIC SPINDLE,NDC80
MITOTIC SPINDLE,TLK1
MITOTIC SPINDLE,TAOK2
MITOTIC SPINDLE,TBCD
MITOTIC SPINDLE,CAPZB
MITOTIC SPINDLE,DOCK2
MITOTIC SPINDLE,CTTN
MITOTIC SPINDLE,SMC4
MITOTIC SPINDLE,ARFGEF1
MITOTIC SPINDLE,TUBA4A
MITOTIC SPINDLE,LMNB1
MITOTIC SPINDLE,ABI1
MITOTIC SPINDLE,ROCK1
MITOTIC SPINDLE,CEP192
MITOTIC SPINDLE,BUB1
MITOTIC SPINDLE,GEMIN4
MITOTIC SPINDLE,PLEKHG2
MITOTIC SPINDLE,RICTOR
MITOTIC SPINDLE,BCL2L11
MITOTIC SPINDLE,DYNC1H1
MITOTIC SPINDLE,FSCN1
MITOTIC SPINDLE,ARHGEF7
MITOTIC SPINDLE,DYNLL2
MITOTIC SPINDLE,MYO1E
MITOTIC SPINDLE,BIN1
MITOTIC SPINDLE,NOTCH2
MITOTIC SPINDLE,RFC1
MITOTIC SPINDLE,PDLIM5
MITOTIC SPINDLE,RHOT2
MITOTIC SPINDLE,SORBS2
MITOTIC SPINDLE,CDC42EP1
MITOTIC SPINDLE,VCL
MITOTIC SPINDLE,CLIP1
MITOTIC SPINDLE,STK38L
MITOTIC SPINDLE,YWHAE
MITOTIC SPINDLE,RAPGEF5
MITOTIC SPINDLE,CEP72
MITOTIC SPINDLE,CSNK1D
WNT BETA CATENIN SIGNALING,MYC
WNT BETA CATENIN SIGNALING,CTNNB1
WNT BETA CATENIN SIGNALING,JAG2
WNT BETA CATENIN SIGNALING,NOTCH1
WNT BETA CATENIN SIGNALING,DLL1
WNT BETA CATENIN SIGNALING,AXIN2
WNT BETA CATENIN SIGNALING,PSEN2
WNT BETA CATENIN SIGNALING,FZD1
WNT BETA CATENIN SIGNALING,NOTCH4
WNT BETA CATENIN SIGNALING,LEF1
WNT BETA CATENIN SIGNALING,AXIN1
WNT BETA CATENIN SIGNALING,NKD1
WNT BETA CATENIN SIGNALING,WNT5B
WNT BETA CATENIN SIGNALING,CUL1
WNT BETA CATENIN SIGNALING,JAG1
WNT BETA CATENIN SIGNALING,MAML1
WNT BETA CATENIN SIGNALING,KAT2A
WNT BETA CATENIN SIGNALING,GNAI1
WNT BETA CATENIN SIGNALING,WNT6
WNT BETA CATENIN SIGNALING,PTCH1
WNT BETA CATENIN SIGNALING,NCOR2
WNT BETA CATENIN SIGNALING,DKK4
WNT BETA CATENIN SIGNALING,HDAC2
WNT BETA CATENIN SIGNALING,DKK1
WNT BETA CATENIN SIGNALING,TCF7
WNT BETA CATENIN SIGNALING,WNT1
WNT BETA CATENIN SIGNALING,NUMB
WNT BETA CATENIN SIGNALING,ADAM17
WNT BETA CATENIN SIGNALING,DVL2
WNT BETA CATENIN SIGNALING,PPARD
WNT BETA CATENIN SIGNALING,NCSTN
WNT BETA CATENIN SIGNALING,HDAC5
WNT BETA CATENIN SIGNALING,CCND2
WNT BETA CATENIN SIGNALING,FRAT1
WNT BETA CATENIN SIGNALING,CSNK1E
WNT BETA CATENIN SIGNALING,RBPJ
WNT BETA CATENIN SIGNALING,FZD8
WNT BETA CATENIN SIGNALING,TP53
